product_type,product_name,product_desc,product_price,product_brand,product_model,product_printertype,product_tech,product_maxsize,product_maxres,product_bwspeed,product_cspeed,product_memory,product_dimensions,product_weight
Laserprinters,"HP LaserJet Pro M203dw","De HP LaserJet Pro M203dw laserprinter is een eenvoudige zwart-wit wifiprinter, geschikt voor een kleine onderneming. Dankzij de ondersteuning voor SNMP bepaal jij welke printrechten je werknemers krijgen. Je verstuurt je documenten draadloos naar de printer via het wifi netwerk. Bij slecht wifi bereik kun je direct draadloos contact maken met de printer en print je alsnog je facturen. Door dubbelzijdig af te drukken, wat geheel automatisch gaat, bespaar je papier. En met de Auto-on/Auto-off functie gaat de printer meteen aan wanneer je op de print knop drukt. Via AirPrint stuur jij je printtaken naar de printer toe als je een iPhone of iPad hebt. Of met Google Cloud printing druk je je documenten meteen af vanuit de cloud.","179,-","HP","G3Q47A","Alléén printen","Laser","A4","1200 x 1200","28 ppm","None","None","37,1 cm x 40,7 cm x 22,4 cm","6,9 kg"
Labelprinters,"Brother PT-D210VP","Voorzie je (kantoor)accessoires van een label met een Brother PT-D210VP labelprinter voor thuis en kantoor. Labels die je vaker uit moet printen, sla je op in het geheugen. Maak je keuze uit de 14 lettertypes en 97 kaders of selecteer 1 van de 27 voorgeprogrammeerde sjablonen. Je bekijkt het voorbeeld voor het printen op het display. Voorzie bijvoorbeeld de snoeren onder je bureau van labels om orde te scheppen. Of label je stekjes in de tuin, zodat je je altijd weet welk plantje er staat.","29,99","Brother","PTD210VPUR1","None","None","None","9 x 12","None","None","None","15,7 cm x 14,9 cm x 6,8 cm","0,49 kg"
Laserprinters,"HP LaserJet Pro MFP M426dw","Met een snelheid tot 40 pagina's per minuut is de HP Color LaserJet Pro MFP M426dw geschikt voor op een groot kantoor. Deel de printer draadloos via wifi en je maakt met de hele werkgroep gebruik van deze snelle zwart-witprinter. Of verstuur een opdracht met je smartphone of tablet via de HP ePrint app. Wil je even snel een document kopiëren of scannen? Via het touchscreen van 7,5 cm aan de voorkant selecteer jij eenvoudig de gewenste scan-, kopieer- en printinstellingen.","329,-","HP","F6W13A","All-in-one","Laser","A4","600 x 600","40 ppm","None","None","42 cm x 39 cm x 45,2 cm","12,86 kg"
Laserprinters,"Samsung Xpress SL-C430","Print snel documenten met de Samsung Xpress SL-C430. Tekst print je namelijk tot een snelheid van 18 pagina's per minuut en kleurenpagina's met een snelheid tot 4 pagina's per minuut.  Doordat deze laserprinter compact is, kun je hem makkelijk op je bureau plaatsen. Sluit de printer aan op een usb-poort op je pc of laptop en je kunt direct printen. Gebruik je de printer voor een langere tijd niet? Doordat de SL-C430 afdrukken maakt met tonerpoeder, hoef je niet bang te zijn dat de inkt uitdroogt.","129,-","Samsung","SL-C430/SEE","Alléén printen","Laser","A4","None","18 ppm","4 ppm","None","38,2 cm x 30,9 cm x 21,1 cm","9,96 kg"
Inkjetprinters,"Epson Expression Premium XP-645","Vergeten je handouts uit te printen? Met de Epson Expression Premium XP-645 print je onderweg vanaf je telefoon en liggen je handouts klaar wanneer je thuiskomt. Met een afdrukresolutie van 5760 x 1440 dpi druk je af in hoge kwaliteit. Door de toevoeging van een fotozwarte cartridge print je jouw vakantiefoto's en de cd of dvd waarop je de foto's bewaart in diepzwarte tinten. Met twee papierlades print je langer door zonder bij te vullen. Bespaar daarnaast op papiergebruik door dubbelzijdig af te drukken. Scannen en kopiëren in kleur is ook mogelijk. En heb je geen pc bij de hand, gebruik het 6,8 inch kleuren touchscreen van de XP-645 en print je opdrachten direct vanaf een sd kaart.","96,99","Epson","C11CF50404","All-in-one","Inkjet","A4","5760 x 1440","13 ppm","10 ppm","None","39 cm x 34,1 cm x 13,8 cm","6,7 kg"
Laserprinters,"HP LaserJet Pro MFP M426fdw","Met een snelheid tot 40 pagina's per minuut is de HP LaserJet Pro MFP M426fdw geschikt voor op een groot kantoor. Deel de printer draadloos via je modem en je maakt met de hele werkgroep gebruik van deze snelle zwart-witprinter. Of verstuur een opdracht met je smartphone of tablet via de HP ePrint app. Wil je even snel een document kopiëren of scannen? Via het touchscreen van 7,5 cm aan de voorkant selecteer jij eenvoudig de gewenste scan-, kopieer- en printinstellingen.","379,-","HP","F6W15A","All-in-one","Laser","A4","600 x 600","38 ppm","None","None","43 cm x 39 cm x 32,5 cm","12,86 kg"
Labelprinters,"DYMO LabelManager 160","Een labelprinter in zijn puurste vorm: de DYMO LabelManager 160. Breng orde op je werkplek, in je keuken of in je dvd-collectie. Type met het toetsenbord hetgeen wat je af wilt drukken, bepaal de opmaak met behulp van de 5 speciale opmaakknoppen, controleer de tekst op het overzichtelijke lcd-scherm en druk het label af. Zo eenvoudig kan het zijn! De DYMO LabelManager 160 werkt op 6 AAA-alkalinebatterijen die niet worden meegeleverd. Je kan er ook voor kiezen om een optionele AC-adapter aan te schaffen voor permanente voeding.","33,99","Dymo","S0946310","None","None","None","None","None","None","None","11,8 cm x 20,3 cm x 4,9 cm","0,35 kg"
Inkjetprinters,"Epson Expression Photo XP-760","De Epson Expression Photo XP-760 kan printen, scannen en kopiëren. De Expression Photo-serie van Epson is gericht op de thuisgebruiker die regelmatig foto's wil printen. Het 6-delig cartridgesysteem zorgt voor betere kleuren. Foto's zijn direct vanaf smartphone, tablet of geheugenkaart te printen. Dit maakt de XP-760 geschikt voor de thuisgebruiker die regelmatig foto's print, maar ook over functies van een All-in-One printer wil beschikken.","123,95","Epson","C11CD96402","All-in-one","Inkjet","A4","5760 x 1440","9,5 ppm","9 ppm","None","39 cm x 34,1 cm x 14,1 cm","7 kg"
Labelprinters,"Brother QL-810W","Maak met de Brother QL-810W labelprinter je eigen adreslabels of naamplaatjes van maximaal 62 mm breed. Verstuur je opgemaakte labels via wifi naar de labelprinter. Met de Brother iPrint & Label app ontwerp en print je ook vanaf je iOS of Android smartphone. De labelprinter snijdt labels automatisch af, waardoor er altijd perfect rechthoekige labels uitkomen. Dankzij het ingebouwde geheugen print je eerder afgedrukte labels nogmaals af zonder tussenkomst van je pc.","112,88","Brother","QL810WUA1","None","None","None","300 x 600","None","None","None","12,6 cm x 23,4 cm x 14,5 cm","1,12 kg"
Inkjetprinters,"Brother MFC-J5330DW","Print posters en banners op A3 formaat met de Brother MFC-J5330DW all-in-one. Hierdoor is hij geschikt voor een (kleine) printshop. Druk met een snelheid van 35 pagina's per minuut tekstdocumenten af. Gebruik het 6,8 cm grote kleuren touchscherm om print- of scaninstellingen aan te passen zonder tussenkomst van je pc. Met een automatische documentinvoer scan en kopieer je een stapel papier zonder dat je ze handmatig invoert. Maak direct verbinding met de printer dankzij wifi direct en stuur je printjes op korte afstand. Zo druk je toch je printjes af zonder in te loggen op het wifi netwerk. Ontvang mailtjes van de printer zodra het papier of de cartridge bijna op is. Zo zorg je ervoor dat je printer altijd te gebruiken is.","159,-","Brother","MFC-J5330DW","All-in-one","Inkjet","A3","4800 x 1200","35 ppm","27 ppm","0,128 GB","53 cm x 39,8 cm x 30,4 cm","16,9 kg"
Laserprinters,"Brother MFC-L2720DW","De Brother MFC-L2720DW is een compacte zwart-wit laserprinter die razendsnel kan printen, kopiëren, scannen en faxen. Het printen kan automatisch dubbelzijdig waardoor je papier bespaart. Via Wi-Fi verstuur je draadloos opdrachten naar de printer met je tablet, smartphone of pc. De L2720DW heeft een touchscreen van 6,8 cm waardoor hij eenvoudig in gebruik is.","219,-","Brother","MFC-L2720DW","All-in-one","Laser","A4","2400 x 600","30 ppm","None","None","40,9 cm x 39,9 cm x 31,6 cm","11,6 kg"
Inkjetprinters,"Epson EcoTank ET-2600","Vervang niet meer na 100 afdrukken de cartridges met de Epson EcoTank ET-2600 inkjetprinter. Met deze printer druk je tot 4.000 zwart-wit of 6.500 pagina's in kleur. Bij een vergelijkbare printer heb je op dat moment al twintig keer de cartridges vervangen. Als de inkt op is, dan vul je zelf de inkt bij met inktflessen. Verstuur je printtaken via wifi met de Epson Connect app op je smartphone of tablet naar de printer. Hierdoor plaats je de printer overal binnen het bereik van je wifi netwerk. De EcoTank ET-2600 is een All-in-one printer wat betekent dat je naast printen ook facturen inscant en bonnetjes kopieert.","269,-","Epson","C11CF46402","All-in-one","Inkjet","A4","5760 x 1440","33 ppm","15 ppm","None","44,5 cm x 30,4 cm x 16,9 cm","4,6 kg"
Laserprinters,"HP Color LaserJet Enterprise M553N","Ben je op zoek naar een printer voor op het kantoor, maar heb je niet de ruimte voor een grote printer? De HP Color LaserJet Enterprise M553N is razendsnel én compact zodat je hem overal kunt plaatsen. Verbind de printer simpelweg met je netwerk en je print via de HP ePrint app direct vanaf smartphone, tablet, pc of laptop. Ook aan de kosten per pagina is gedacht: met de XL-toners print je zeer voordelig.","399,-","HP","B5L24A","Alléén printen","Laser","A4","1200 x 1200","38 ppm","38 ppm","None","45,8 cm x 47,9 cm x 39,9 cm","27 kg"
Inkjetprinters,"Canon MAXIFY MB5150","De Canon MAXIFY MB5150 is een zakelijke all-in-one inkjet printer geschikt voor een (thuis)kantoor. Beheer de printer op afstand en bekijk het inktniveau of de hoeveelheid papier dat in de lade zit. Zo weet jij wanneer je deze bij moet vullen. Of bekijk het papierverbruik per gebruiker en stel beperkingen in waar nodig. Voer tekstdocument in de documentinvoer en kopieer ze automatisch dubbelzijdig, dus je draait je blaadjes niet handmatig 1 voor 1 om. Door de 'Access Point' mode maak je met je Android smartphone direct contact met de printer door deze dicht bij de printer te houden. En met het 8,8 cm kleuren touchscreen selecteer je direct vanaf je usb stick de af te drukken bijlagen.","169,99","Canon","0960C030","All-in-one","Inkjet","A4","1200 x 600","24 ppm","15 ppm","None","46,3 cm x 39,4 cm x 29,1 cm","11,4 kg"
Laserprinters,"Brother HL-3140CW","De Brother HL-3140CW is een compacte LED kleurenprinter met wifi functionaliteit. Daardoor print je vanaf je smartphone of tablet rechtstreeks via Brother iPrint, Apple AirPrint of Google Cloud Print. De printer drukt tot 18 pagina's af per minuut, in zowel kleur als zwart-wit. Bovendien maakt deze Brother LED printer gebruik van gescheiden toners. Hierdoor bespaar je op de printkosten, omdat je alleen de lege kleur hoeft te vervangen.","159,-","Brother","HL-3140CW","Alléén printen","LED-technologie","A4","2400 x 600","18 ppm","18 ppm","None","41 cm x 46,5 cm x 24 cm","17,4 kg"
Inkjetprinters,"HP ENVY 4528 All-in-One","Deze HP ENVY 4528 All-in-One inkjetprinter is een wifi printer voor een (thuis)kantoor. Verstuur je printjes draadloos via het netwerk. Of verbind je smartphone of tablet direct met de printer, zonder verbonden te zijn met een draadloos netwerk. Via het 5,5 cm grote touchscreen stel je de printer gemakkelijk in zonder dat er een pc bij komt kijken. Met een printresolutie van 4800 x 1200 dpi is deze HP printer geschikt voor het afdrukken van foto's. Dankzij de 'stille modus' maakt de printer minder geluid, waardoor je 's avonds laat nog je projecten uitprint. En door de automatisch uitschuifbare uitvoerlade vallen je printjes na het afdrukken niet op de grond.","69,-","HP","K9T07B","All-in-one","Inkjet","A4","None","9,5 ppm","6,8 ppm","0,064 GB","44,5 cm x 36,7 cm x 12,8 cm","5,41 kg"
Laserprinters,"HP Color LaserJet Pro MFP M477fnw","Deel de HP Color LaserJet Pro MFP M477fnw via je modem, en je print, scant, kopieert en faxt tegelijk met de gehele werkgroep via dezelfde printer. De M477fnw is daarnaast via het 10,9 cm touchscreen aan de voorkant van de printer te bedienen. Zo hoef je niet eerst de pc op te starten om een opdracht uit te voeren. Ook als je vaak op je laptop, smartphone of tablet werkt, biedt de M477fnw uitkomst. Download de HP ePrint app en je verstuurt draadloos opdrachten naar de printer.","359,-","HP","CF377A","All-in-one","Laser","A4","600 x 600","27 ppm","27 ppm","None","41,6 cm x 46,1 cm x 40 cm","21,8 kg"
Laserprinters,"Samsung Xpress M2885FW","De Samsung Xpress M2885FW is een compacte en razendsnelle all-in-one. De M2885FW is gemakkelijk aan te sluiten via wifi of met de NFC-optie. Wanneer je tablet of smartphone over NFC beschikt, installeert deze automatisch de Samsung print app wanneer je 1 van deze apparaten bij de printer houdt. Zo kun je met 1 druk op de knop printen, scannen, kopiëren en faxen. Minstens net zo belangrijk: met de beschikbare XL-toners kun je jouw printkosten laag houden.","249,-","Samsung","SL-M2885FW/SEE","All-in-one","Laser","A4","4800 x 600","28 ppm","None","None","40,1 cm x 36,2 cm x 36,7 cm","11,3 kg"
Inkjetprinters,"Epson EcoTank ET-3600","Met deze Epson EcoTank ET-3600 print je 11.000 pagina's af in kleur of zwart-wit. Ideaal voor de printgrage familie of (thuis)kantoor. Doordat je zoveel printjes uit deze ET-3600 haalt zijn de kosten per pagina ook laag. Bespaar daarnaast nog meer op papiergebruik door (automatisch) dubbelzijdig af te drukken. Scannen en kopiëren in kleur is ook mogelijk. Wanneer de inkt op is dan vul je ze zelf bij met de bijbehorende inktflessen. Print al je opdrachten met de Epson Connect app als je onderweg bent en ze liggen klaar als je thuiskomt.","419,-","Epson","C11CF73401","All-in-one","Inkjet","A4","4800 x 1200","13,7 ppm","7,3 ppm","None","48,9 cm x 30 cm x 16,9 cm","4,7 kg"
Laserprinters,"HP LaserJet Pro M102a","De HP LaserJet Pro M102a laserprinter is een eenvoudige zwart-wit printer, geschikt voor een kleine onderneming. Je sluit de printer simpel aan via usb op je laptop of pc. En drukt al je facturen en notities af met een snelheid van 22 pagina's. Met de Auto-on/Auto-off functie gaat de printer meteen aan wanneer je op de print knop drukt. Hierdoor haal jij je eerste contract of factuur na 7,3 seconden op. Via AirPrint stuur jij je printtaken naar de printer toe als je een iPhone of iPad hebt. Of met Google Cloud printing druk je je documenten meteen af vanuit de cloud.","89,-","HP","G3Q34A","Alléén printen","Laser","A4","600 x 600","22 ppm","None","None","36,47 cm x 24,73 cm x 19 cm","4,7 kg"
Labelprinters,"DYMO LetraTag LT-100T (QWERTY)","Personaliseer al je spullen met de DYMO LetraTag LT-100T (QWERTY). Op dit tafelmodel labelwriter tik je eenvoudig zelfklevende labels. De machine  beschikt over een QWERTY-toetsenbord en is hierdoor eenvoudig in gebruik. Kies bij het maken van je label uit  7 printstijlen, 5 tekengroottes en 8 kaders. Al deze mogelijkheden zorgen ervoor dat de label precies wordt zoals jij wilt. Het grafische LCD-display toont met de print preview-functie precies hoe je label eruit gaat zien. En gebruik je de DYMO LetraTag LT-100T even niet dan schakelt deze zichzelf automatisch uit.","31,99","Dymo","S0758380","None","None","None","160","None","None","None","22 cm x 8,3 cm x 4,8 cm","0,229 kg"
Inkjetprinters,"HP OfficeJet Pro 6230 ePrinter","","55,20","HP","E3E03A","Alléén printen","Inkjet","A4","1200 x 600","18 ppm","10 ppm","0,256 GB","46,4 cm x 38,5 cm x 14,55 cm","5,1 kg"
Inkjetprinters,"Epson WorkForce Pro WF-4720DWF","Professionaliseer je werkplek met de Epson WorkForce Pro WF-4720DWF inkjet printer. Schaf met 1 apparaat een printer, scanner, kopieer- en faxmachine aan. Maak draadloos contact met de printer via je smartphone of tablet en verstuur zo je printjes zonder dat je de pc aanzet. Scan direct al je facturen en contracten in en bewaar ze via de Epson Connect app in de cloud. Zo weet jij zeker dat je altijd bij je documenten kunt vanaf een pc of smartphone met internet waar ook ter wereld. Dankzij de automatische documentinvoer bespaar je tijd doordat je niet stuk voor stuk je documenten invoert. Je print met een snelheid van 20 pagina's per minuut al je documenten.","199,-","Epson","C11CF74402","All-in-one","Inkjet","A4","4800 x 1200","20 ppm","20 ppm","None","42,5 cm x 37,8 cm x 24,9 cm","9,1 kg"
Labelprinters,"DYMO LabelWriter 4XL","Druk streepjescodes, massamailing-, verzend-, magazijn- en identificatie-etiketten af tot 10,6 cm breed met de DYMO LabelWriter 4XL. Deze etikettenprinter is ideaal voor op het kantoor of in een commerciele omgeving. Met snelheden tot wel 129 etiketten per minuut (bij een adresetiket van 4 regels) druk je grotere volumes met alle gemak af met een afdrukkwaliteit van 300 dpi. Verder is de compacte DYMO LabelWriter 4XL ook nog eens kostenbesparend, want door de thermische printtechnologie heb je enkel etiketten nodig. Je hoeft geen geld uit te geven aan inkt/toner. De LabelWriter 4XL beschikt verder over meer dan 100 verschillende labelstijlen en ondersteunt 19 etiketformaten & -soorten. En om jou van nog meer gemak te voorzien, kan je ook adressen integreren vanuit jouw Microsoft Outlook- of Mac-adresboek. Daarnaast kan je ook direct etiketten afdrukken vanuit Microsoft Word, Excel, Outlook en CardScan.","239,-","Dymo","S0904950","None","None","None","300","None","None","None","17,8 cm x 18,7 cm x 13,4 cm","0,89 kg"
Labelprinters,"DYMO LabelWriter 450","","94,99","Dymo","S0838770","None","None","None","600 x 300","None","None","None","12,7 cm x 18,7 cm x 13,4 cm","0,654 kg"
Laserprinters,"Brother HL-L2360DN","De Brother HL-L2360DN is een snelle zwart-witlaserprinter, zeer geschikt voor op kantoor. Deel de printer in het netwerk en gebruik de printer met meerdere gebruikers. Bij een snelheid van 30 pagina's per minuut print hij tot 100 vel achter elkaar. Met AirPrint of de gratis iPrint-app print je tevens draadloos vanaf je smartphone of tablet. Dit in combinatie met het compacte formaat, maakt deze printer geschikt voor iedereen die snel en makkelijk, veel printjes wil maken.","131,89","Brother","HL-L2360DN","Alléén printen","Laser","A4","2400 x 600","30 ppm","None","None","35,6 cm x 36 cm x 18,3 cm","6,9 kg"
Inkjetprinters,"Epson Expression Photo XP-55","Herinner jij de tijd nog toen de plaatselijke kruidenier de enige was die jouw vakantiekiekjes in tastbare foto's om kon toveren? Met de Expression Photo XP-55 ben jij degene die jouw fotobestanden omzet in een tastbaar resultaat. Handig is dat je van zowel pc, laptop, smartphone, tablet of usb-stick printopdrachten kunt uitvoeren. Zo print je snel en eenvoudig jouw dierbaarste herinneringen uit.","156,99","Epson","C11CD36402","Alléén printen","Inkjet","A4","1400 x 5760","9,5 ppm","9 ppm","None","39 cm x 33,8 cm x 14,1 cm","5 kg"
Inkjetprinters,"HP OfficeJet Pro 8740 All-in-One (D9L21A)","De HP OfficeJet Pro 8740 e-All-in-One (D9L21A) is een printer, scanner, fax en kopieerapparaat in één voor op een klein kantoor. Selecteer je scan- kopieer-, fax- en printinstellingen zonder tussenkomst van een pc in op het 10,9 cm grote touchscreen. Verbind je laptop of mobiel via wifi en print automatisch dubbelzijdig en benut je beide kanten van het papier. Dankzij de dubbelzijdige automatische documenteninvoer (DADF) scan en kopieer je tot 50 documenten in één moeite dubbelzijdig. Scan kwetsbare documenten in met de ingebouwde flatbedscanner.","309,-","HP","D9L21A#620","All-in-one","Inkjet","A4","1200 x 1200","24 ppm","20 ppm","0,512 GB","49,95 cm x 43,9 cm x 41 cm","18,46 kg"
Inkjetprinters,"Epson Expression Premium XP-900","Wil je posters en affiches printen op A3 formaat? Met de Epson Expression Premium XP-900 print je onderweg vanaf je telefoon en liggen je handouts klaar wanneer je thuiskomt. Met een afdrukresolutie van 5760 x 1440 dpi druk je af in hoge kwaliteit. Door de toevoeging van een fotozwarte cartridge print je jouw vakantiefoto's en de cd of dvd waarop je de foto's bewaart in diepzwarte tinten. Met twee papierlades print je langer door zonder bij te vullen. Bespaar daarnaast op papiergebruik door dubbelzijdig af te drukken. Scannen en kopiëren in kleur is ook mogelijk. En heb je geen pc bij de hand, gebruik het 6,8 inch kleurenscherm van de XP-900 en print je opdrachten direct vanaf een sd kaart.","148,-","Epson","C11CF54402","All-in-one","Inkjet","A3","5760 x 1440","14 ppm","11 ppm","None","47,9 cm x 35,6 cm x 14,8 cm","8,3 kg"
Inkjetprinters,"Canon MAXIFY MB2750","De Canon MAXIFY MB2750 inkjetprinter is de printoplossing voor een thuiskantoor. Je verstuurt je printjes via het draadloos netwerk naar de printer en print met een snelheid van 24 pagina's per minuut. Als je pc of laptop al uit staat, stop je gemakkelijk je usb stick in de printer en selecteer je via het 7,5 cm kleuren touchscreen de af te drukken documenten. Met de wifi direct modus maak je direct draadloos contact met de printer via je smartphone zonder verbonden te zijn met je wifi netwerk. Daarnaast heb je met ondersteuning voor SNMP inzichtelijk wat de status van de printer is, het inktniveau en wanneer je onderhoud moet plegen.","139,-","Canon","0958C030","All-in-one","Inkjet","A4","1200 x 600","24 ppm","15,5 ppm","None","46,3 cm x 38,9 cm x 32 cm","12,1 kg"
Inkjetprinters,"Epson Expression Home XP-442","Print al je facturen en documenten uit met de Epson Expression Home XP-442. Met een afdrukresolutie van 5760 x 1440 dpi print je ook jouw foto's in hoge kwaliteit af.  Scannen en kopiëren in kleur is ook mogelijk. En heb je geen pc bij de hand, gebruik het 6,8 inch kleuren touchscreen en print je opdrachten direct vanaf een sd kaart. Deze XP-442 ondersteunt Apple Airprint en Google Cloud print. Dankzij deze 2 diensten liggen je documenten namelijk klaar als je het onderweg uitprint.","78,95","Epson","C11CF30403","All-in-one","Inkjet","A4","None","10 ppm","4,5 ppm","None","39 cm x 30 cm x 14,6 cm","4,3 kg"
Labelprinters,"Brother QL-700","Met de Brother QL-700 haal je een professionele labelprinter in huis voor al jouw labelbenodigdheden. Het is mogelijk om labels en tapes van 12 mm tot 62 mm breed te bedrukken met snelheden tot 150 mm of 93 labels per minuut. Doordat de Brother QL-700 over ingebouwde software beschikt (add-in voor Word, Excel en Outlook), werkt het apparaat via het plug & play principe. Sluit de QL-700 aan via usb op jouw computer of laptop en de software wordt automatisch herkend waarna jij direct aan de slag kan met het produceren van verschillende soorten labels.","74,-","Brother","QL-700","None","None","None","300 x 300","None","None","None","12,8 cm x 22,1 cm x 15,3 cm","1,12 kg"
Laserprinters,"HP Color LaserJet Pro M452nw","Print razendsnel documenten met de HP Color LaserJet Pro M452nw. Deze printer heeft een printsnelheid van 28 pagina's per minuut en is zowel bedraad als met wifi via je modem te delen. Dit maakt de M452nw geschikt voor gebruik op kantoor. Heb je die ene belangrijke presentatie op je mobiel of tablet staan? Via de HP ePrint app verstuur je eenvoudig printopdrachten naar de printer vanaf mobiele apparaten. Zo hoef je nooit meer eerst je pc aan te zetten om iets te printen.","249,-","HP","CF388A","Alléén printen","Laser","A4","600 x 600","27 ppm","27 ppm","None","41,2 cm x 45,3 cm x 29,5 cm","17,5 kg"
Inkjetprinters,"HP PageWide 377dw MFP (J9V80B)","Print in 1 keer de volle breedte van de pagina met de HP PageWide Pro 377dw printer, scanner, fax- en kopieerapparaat in één voor op kantoor. De 377dw print met inkt zoals een inkjetprinter, maar met de snelheid van een laserprinter. Doordat de cartridges geen printkop hebben, is verstopping - zoals bij inkjet - niet mogelijk. Dankzij het werkgeheugen van 768 MB kan de printer meerdere opdrachten tegelijk uitvoeren. Scan een rapport in, terwijl je een whitepaper uitprint. Deel de printer met het netwerk zodat ook je collega's opdrachten naar de printer kunnen sturen. Of houd je mobiel bij de printer en maak contact via wifi direct. Je bestanden worden altijd beveiligd verstuurd.","349,-","HP","J9V80B","All-in-one","Inkjet","A4","1200 x 1200","30 ppm","30 ppm","0,768 GB","53 cm x 40,7 cm x 46,7 cm","22,15 kg"
Inkjetprinters,"HP Envy 4527 All-in-One","De HP Envy 4527 All-in-One is een eenvoudige inkjetprinter geschikt voor thuisgebruik. Print verslagen en teksten of druk je vakantiefoto's af in hoge 4.800 bij 1.200 resolutie. Klap de scanner uit en je maakt in een handomdraai een kopietje of scan. Verstuur je printopdrachten draadloos via wifi vanaf je smartphone, tablet of laptop. Schakel het apparaat in de stille modus en de printer maakt zachtjes je afdrukken. Stel een scan- of printinstelling in op het 5,5 cm grote touchscreen en je past je afdrukken aan op jouw wensen. Bovendien krijg je 4 maanden gratis HP Instant Inkt, waarmee je tijdens deze proefperiode nooit zonder inkt zit.","79,99","HP","J6U61B","All-in-one","Inkjet","A4","4800 x 1200","9,5 ppm","6,8 ppm","0,064 GB","44,5 cm x 36,7 cm x 12,8 cm","5,41 kg"
Inkjetprinters,"HP OfficeJet Pro 7730 All-in-one","De HP OfficeJet Pro 7730 All-in-one is een zakelijke A3 printer voor thuiskantoren of kleine bedrijven. Dankzij de extra papierlade met een capaciteit van 250 vellen print je in totaal 500 papiervellen. Maak randloze prints en druk je brochures, posters en ander beeldmateriaal af in hoge kwaliteit dankzij de printresolutie van 4.800 bij 1.200 dpi. Het apparaat is met een snelheid van 22 pagina's per minuut ook nog eens sneller dan de meeste printers. Pas instellingen aan via het grote 9,6 kleuren touchscreen en je print materiaal naar eigen wens. Je maakt ook kopieën of scans en stuur je fax opdrachten naar collega's of zakenpartners. Verbind je smartphone of laptop via wifi of deel de printer in je netwerk via de netwerkkabel.","189,99","HP","Y0S19A","All-in-one","Inkjet","A3","4800 x 1200","22 ppm","18 ppm","0,512 GB","58,49 cm x 44,48 cm x 30,64 cm","19,5 kg"
Inkjetprinters,"HP OfficeJet Pro 8210 (D9L63A)","De HP OfficeJet Pro 8210 e-All-in-One (D9L63A) is een printer voor op een klein kantoor. Stel je printinstellingen in via de knoppen op de printer of via wifi. De printer print automatisch dubbelzijdig waardoor je papier bespaart.","105,-","HP","D9L63A","Alléén printen","Inkjet","A4","1200 x 1200","22 ppm","18 ppm","None","49,6 cm x 42 cm x 20,3 cm","8,62 kg"
Laserprinters,"HP LaserJet Pro M501dn","De HP LaserJet Pro M501dn is een zwart-wit laserprinter voor op kantoor. Door de printsnelheid van 43 pagina's per minuut hoef je nooit lang te wachten op je printjes. Deel de printer via een modem met je collega's, download de HP ePrint app en stuur ook draadloos je opdrachten naar de printer. Je bestanden worden altijd beveiligd verstuurd. Voorzie je opdracht van een pincode als ook je collega's de inhoud niet mogen zien.","439,-","HP","J8H61A","Alléén printen","Laser","A4","4800 x 600","43 ppm","None","None","41,8 cm x 37,6 cm x 28,9 cm","11,6 kg"
Inkjetprinters,"Canon PIXMA iP110 incl. accu","De Canon PIXMA iP110 incl. Accu is een draagbare kleurenprinter voor onderweg. Deze compacte printer van slechts 2 kg past prima in je laptoptas. De hoge afdrukresolutie maakt de printer geschikt voor het afdrukken van foto's. Met wifi kun je direct vanaf je tablet of smartphone printen.Deze printer wordt standaard met accu geleverd.","319,-","Canon","9596B029","Alléén printen","Inkjet","A4","9600 x 2400","9 ppm","5,8 ppm","None","32,2 cm x 18,5 cm x 6,2 cm","2 kg"
Laserprinters,"Brother DCP-L2500D","De Brother DCP-L2500D is ontwikkeld om het printen, scannen en kopiëren eenvoudig en snel te maken. Dit blijkt uit de indrukwekkende eigenschappen. Met een printsnelheid tot 26 pagina's per minuut en de optie automatisch dubbelzijdig te printen, hoef je nooit lang te wachten op jouw prints. Daarnaast bespaar je ook nog eens papier. Kopieer en/of scan je vaak documenten? Ook dat is geen enkel probleem. Het scannen gaat in hoge resolutie en het kopiëren gaat met 26 pagina's per minuut. Dit alles stuur je eenvoudig aan via de bijgeleverde software. De printer is compact en past op ieder bureau. Daarmee is deze printer een goede keus voor iedereen die vaak documenten print en geen behoefte heeft aan kleurenprints.","119,-","Brother","DCP-L2500D","All-in-one","Laser","A4","2400 x 600","26 ppm","None","0,032 GB","40,9 cm x 39,9 cm x 26,8 cm","15 kg"
Laserprinters,"Brother MFC-9340CDW","De Brother Brother MFC-9340CDW is een all-in-one LED-kleurenprinter, kleurenscanner, kleurenfax in één. Met deze netwerkprinter print je direct vanaf je smartphone of tablet. Of kun je printen en scannen naar web- en clouddiensten als DropBox, Evernote en Google Drive. Dankzij de automatische documentinvoer scan, kopieer of fax je moeiteloos meerdere pagina's, zowel enkel als dubbelzijdig. Met een printsnelheid van 22 pagina's per minuut en een kopieersnelheid van 28 pagina's per minuut, is de Brother MFC-9340CDW uitermate geschikt voor op een druk kantoor.","499,-","Brother","MFC-9340CDW","All-in-one","LED-technologie","A4","2400 x 600","22 ppm","22 ppm","None","41 cm x 48,3 cm x 41 cm","23,5 kg"
