product_type,product_name,product_desc,product_price,product_brand,product_model,product_mousemodel,product_lr,product_buttons,product_sensor,product_dpi,product_connection,product_os,product_dimensions,product_color
Muizen,"Logitech Wireless Mouse M185","De Logitech Wireless Mouse M185 blijft tot een jaar lang werken op een AA batterij. Steek de usb nano ontvanger in je laptop of desktop en je kan direct aan de slag. Installatie van drivers is dus ook niet nodig. De ronde vorm van de Logitech Wireless Mouse M185 ligt lekker in de hand en in combinatie met een polssteun voorkom je RSI klachten. De muis is duurzaam, eenvoudig en energiezuinig.","24,99","Logitech","910-002235","Compact","Linkshandig, Rechtshandig","3 knoppen","Optisch","None","Draadloos","Nee","6 cm x 9,9 cm x 3,9 cm","Grijs"
Gaming muizen,"Razer Naga Chroma","De Razer Naga Chroma is de opvolger van de regulier Naga, één van de populairste MMO-muizen ter wereld. Net als zijn voorganger is hij voorzien van 12 mechanische (programmeerbare) duimknoppen die ongetwijfeld goed van pas komen in games als EVE Online, Guild Wars en World of Warcraft. Ook beweegt het scrollwiel nog altijd naar links en rechts. Wel nieuw is de verbeterde lasersensor tot 16.000 i.p.v. 8.200 dpi. En dan is er nog de verlichting. De Razer Naga Chroma licht op in zo'n 16,8 miljoen kleuren.","89,-","Razer","129387","None","Rechtshandig","19 knoppen","Laser","None","Bedraad","Ja","7,5 cm x 11,9 cm x 4,3 cm","Zwart"
Gaming muizen,"Logitech G603 Lightspeed Wireless Gaming Mouse","Met de Logitech G603 Lightspeed Wireless Gaming Mouse richt je in je favoriete shooter preciezer dan ooit. Stel de dpi van de muis in binnen het grote bereik van 200 tot maximaal 12.000 dpi. Zo richt je precies bij lagere dpi waarden, of maak je snelle zwiepende bewegingen om snel achter je te kijken tijdens een potje Quake Champions. Vertraging tijdens Counter Strike is verleden tijd, want door de HERO sensor wordt de reactietijd verlaagd tot slechts 1 ms. Zo wordt de actie die je maakt direct geregistreerd in game. Wil je nog meer acties uitvoeren, stel dan de twee duimknoppen in aan de zijkant van de muis om bijvoorbeeld sneller van wapen te wisselen.","79,99","Logitech G","910-005102","None","Linkshandig, Rechtshandig","6 knoppen","Laser","None","Draadloos","Ja","5 cm x 14 cm x 20 cm","Zwart"
Gaming muizen,"Trust GXT 25","De Trust GXT 25 Gaming Muis beschikt over een optische sensor van 2000 dpi. Je kunt het aantal dpi zelf instellen en direct tijdens het gamen verwisselen. De Trust GXT 25 Gaming Muis heeft 7 programmeerbare knoppen, zodat je de muis naar jouw speelstijl in kunt stellen. Dankzij de rubberen grip heb je altijd controle over de muis.","19,99","Trust","18307","Full-size","Rechtshandig","7 knoppen","Optisch","None","Bedraad","Ja","7,7 cm x 11,5 cm x 3,9 cm","Zwart"
Gaming muizen,"Trust GXT 130","Een prettig geprijsde gaming muis zonder staartje. Zo mag je de draadloze Trust GXT 130 gerust omschrijven. Hij mag dan wel klein zijn, dit wil nog niet zeggen dat hij feature-arm is. Het muisje heeft zelfs een paar opvallende eigenschappen die elke gaming muis wel mag hebben. Zoals een extra knop aan de zijkant die fungeert als de Ctrl-toets op je toetsenbord. En een praktische knop voor tweemaal schieten met één klik. Zeker deze laatste is erg handig, vooral in shooters.","35,99","Trust","20687","None","Rechtshandig","9 knoppen","Optisch","None","Draadloos","Ja","8,1 cm x 11,9 cm x 4,2 cm","Rood"
Muizen,"HP Z3700 Draadloze Muis Zilver","De HP Z3700 Draadloze Muis Zilver gebruik je om webpagina's en programma's op je laptop of desktop te scrollen. Deze muis is draadloos en werkt door middel van een usb-ontvanger. Hierdoor heb je geen last van kabels die in de knoop raken. Dankzij de frequentie van 2,4 GHz werkt de muis ook vanaf een grotere afstand. Hierbij heb je geen last van verstoring door andere apparaten in de omgeving. Een muismat heb je niet per se nodig omdat deze muis op elke ondergrond werkt dankzij de lasersensor.","22,99","HP","X7Q44AA","Full-size","Linkshandig, Rechtshandig","2 knoppen","Laser","None","Draadloos","Nee","6 cm x 10,1 cm x 2,53 cm","Goud"
Gaming muizen,"Logitech G300s","De Logitech G300s is een muis met vele gezichten. Of in ieder geval drie. Zijn geheugen biedt namelijk plek aan drie game- of spelersprofielen. Je slaat deze dus op de muis op, niet op de pc. Wel zo gemakkelijk wanneer je met de G300s eens achter een andere pc plaatsneemt. Niets geen gerommel meer met opnieuw de boel configureren. Ook handig: de verlichting. Wijs één van de zeven beschikbare kleuren toe aan elk game- of gebruikersprofiel, zodat je in één oogopslag weet met welk profiel je te maken hebt.","39,-","Logitech G","910-004346","Full-size","Linkshandig, Rechtshandig","9 knoppen","Optisch","None","Bedraad","Ja","7,2 cm x 11,3 cm x 4 cm","Zwart"
Muizen,"Trust Yvi Draadloze Muis Flower","De Trust Yvi Draadloze Muis Flower is compact, draadloos en zowel links- als rechtshandig te gebruiken. De muis maakt gebruik van een Plug & Play-systeem waardoor je hem op iedere desktop of laptop gebruikt zonder installatie. De verbinding wordt gemaakt door middel van de meegeleverde usb micro-ontvanger. De ontvanger kan onderweg aangesloten blijven op je laptop of kan worden opgeborgen in de muis.","17,99","Trust","19521","Compact","Linkshandig, Rechtshandig","4 knoppen","Optisch","None","Draadloos","Nee","5,6 cm x 9,5 cm x 3,9 cm","Wit, Blauw"
Muizen,"Logitech M535 Bluetooth Muis Blauw","De Logitech M535 is zo klein dat hij gemakkelijk in je laptoptas of jaszak past. Verbind deze optische muis via Bluetooth aan je laptop en je kunt direct aan de slag. Navigeren gaat met deze Logitech wireless mouse een stuk comfortabeler dan met een touchpad. Op een volle AA-batterij gebruik je de M535 maximaal 10 maanden.","49,99","Logitech","910-004531","Compact","Linkshandig, Rechtshandig","4 knoppen","Optisch","None","Draadloos","Nee","6,11 cm x 10,05 cm x 3,3 cm","Blauw"
Muizen,"HP Spectre Bluetooth Muis Zilver","Met de HP Spectre Bluetooth Muis scroll en klik je door webpagina's en programma's op je desktop of laptop. Via Bluetooth maak je met deze muis draadloos verbinding met je laptop of computer. Hierbij heb je geen last van verstoring door andere apparaten in de omgeving. Doordat deze muis draadloos is heb je geen last van kabels die in de knoop raken. Een muismat heb je niet per se nodig omdat deze muis op elke ondergrond werkt dankzij de lasersensor.","44,99","HP","1AM58AA","Full-size","Linkshandig, Rechtshandig","2 knoppen","Optisch","None","Draadloos","Nee","6,5 cm x 12,13 cm x 3 cm","Zilver"
Muizen,"HP Wireless Mouse X3000 Wit","Ga overal draadloos aan het werk met de HP X3000 Wireless Mouse. Deze muis werkt op een frequentie van 2,4 GHz, waardoor je op maximaal 10 meter afstand van je computer of laptop werkt. Je hebt geen last meer van kabels of ver uitstekende ontvangers dankzij de compacte nano-ontvanger.","21,99","HP","N4G64AA","Compact","Linkshandig, Rechtshandig","2 knoppen","Optisch","None","Draadloos","Nee","9,5 cm x 5,7 cm x 3,9 cm","Wit"
Muizen,"Trust MaxTrack Wireless Mini Mouse","De Trust MaxTrack Wireless Mini Mouse is voorzien van nauwkeurige BlueSpot-technologie, zodat je de muis kan gebruiken op bijna alle ondergronden. Denk hierbij aan tapijt, hout en lichte of donkere ondergronden. Het dpi kan je instellen naar wens. Kies een dpi van 500 voor normaal gebruik en schakel over naar 1000 dpi voor snelle bewegingen tijdens het gamen. Met de knoppen aan de zijkant van de muis schakel je snel tussen pagina op het internet of in je explorer. De Trust MaxTrack Wireless Mini Mouse is een complete muis die je kan gebruiken voor meerdere doeleinden op je laptop.","17,99","Trust","17177","Compact","Rechtshandig","6 knoppen","Laser","None","Draadloos","Nee","7,9 cm x 13 cm x 4,2 cm","Zwart, Zilver"
Muizen,"Logitech M330 Silent Draadloze Muis Rood","Laat je nooit meer afleiden door klikgeluiden met de Logitech M330 Silent Draadloze Muis. Deze muis heeft namelijk stille knoppen met rubberen switches. Hierdoor wordt het geluid gedempt en maakt een klik 90% minder geluid dan standaard muizen terwijl het vertrouwde klikgevoel bewaard blijft. Sluit de usb nano ontvanger aan op je laptop of pc en je maakt direct draadloos verbinding met de muis. Constant batterijen verwisselen is verleden tijd, want de muis houdt het tot 24 maanden lang vol op een enkele batterij. Gebruik je de muis even niet? Je hoeft de muis niet uit te zetten, want de M330 schakelt zelf over naar de slaapstand tot je hem weer gebruikt.","32,99","Logitech","910-004911","Compact","Rechtshandig","3 knoppen","Optisch","None","Draadloos","Nee","10,54 cm x 3,84 cm x 6,79 cm","Rood"
Gaming muizen,"Corsair Harpoon RGB","De Corsair Harpoon RGB is een FPS rechtshandige gaming muis waarmee je jouw snipershoten met hoge precisie uitvoert. De dpi in deze Corsair muis is namelijk verstelbaar. Zo wissel je tijdens het herladen van je wapen tussen snelheid en nauwkeurigheid en voer je je tactiek tot in perfectie uit. Bind de 6 programmeerbare knoppen aan de wapens van jouw voorkeur en klik binnen enkele seconden door je arsenaal heen. De 2 duimknoppen aan de zijkant gebruik je om snel die laatste killing blow uit te voeren wanneer je recht voor je vijand staat.","32,99","Corsair","CH-9301011-EU","None","Rechtshandig","6 knoppen","Optisch","None","Bedraad","Ja","6,83 cm x 11,15 cm x 4,04 cm","Rood"
Gaming muizen,"Sharkoon Shark Force Zwart","De Sharkoon Shark Force is de instapmuis voor elke rechtshandige gamer. Met 2 extra duimknoppen aan de linkerkant gebruik je eenvoudig de skills van je favoriete League of Legends karakter. In Call of Duty of Battlefield heb je hiermee een snelle reload onder de duim. Stel de dpi van deze Sharkoon gaming muis handmatig in. Zo wissel je tussen snelheid en nauwkeurigheid op basis van de game die je speelt.","20,99","Sharkoon","4044951013975","None","Rechtshandig","6 knoppen","Optisch","None","Bedraad","Ja","7,6 cm x 12,4 cm x 4 cm","Blauw"
Muizen,"Microsoft Sculpt Ergonomische Muis","De Microsoft Sculpt Ergonomische Muis is een ergonomische muis die zorgt voor een natuurlijke en neutrale houding van de hand. Daarnaast is de muis geoptimaliseerd voor gebruik met het Windows 8 besturingssysteem. Met een druk op het Windows logo zit je direct in het startscherm van Windows 8. Met deze muis is het mogelijk om naar links, rechts, omhoog en omlaag te scrollen, zodat je snel door de Windows Metro omgeving kunt navigeren. De muis werkt draadloos via een usb nano-ontvanger.","52,99","Microsoft","L6V-00003","Full-size","Rechtshandig","7 knoppen","Laser","None","Draadloos","Nee","5,67 cm x 9,82 cm x 9,82 cm","Zwart"
Gaming muizen,"Logitech G403 Prodigy Wireless","","94,-","Logitech G","910-004818","None","Rechtshandig","6 knoppen","Optisch","None","Draadloos","Ja","6,8 cm x 12,4 cm x 4,3 cm","Zwart"
Muizen,"Logitech M330 Silent Draadloze Muis Blauw","Laat je nooit meer afleiden door klikgeluiden met de Logitech M330 Silent Draadloze Muis. Deze muis heeft namelijk stille knoppen met rubberen switches. Hierdoor wordt het geluid gedempt en maakt een klik 90% minder geluid dan standaard muizen terwijl het vertrouwde klikgevoel bewaard blijft. Sluit de usb nano ontvanger aan op je laptop of pc en je maakt direct draadloos verbinding met de muis. Constant batterijen verwisselen is verleden tijd, want de muis houdt het tot 24 maanden lang vol op een enkele batterij. Gebruik je de muis even niet? Je hoeft de muis niet uit te zetten, want de M330 schakelt zelf over naar de slaapstand tot je hem weer gebruikt.","32,99","Logitech","910-004910","Compact","Linkshandig, Rechtshandig","3 knoppen","Optisch","None","Draadloos","Nee","9,9 cm x 3,9 cm x 6 cm","Blauw"
Muizen,"Microsoft Arc Bluetooth Muis Zwart","De Microsoft Arc Bluetooth Muis neem je mee onderweg om te navigeren op je Microsoft device. Dankzij de bluetooth 4.0 verbinding werk je draadloos tot 30 meter. Je werk op elk oppervlak, zelfs op ruw hout of tapijt. De touch strip bovenop de mui zorgt voor haptische feedback tijdens het verticale scrollen. De vorm van de muis is zo gemaakt dat je pols rust en in de natuurlijke bocht van je hand past. Wanneer je klaar bent met werken, vervorm je de muis zo dat hij vlak is. Zo berg je hem eenvoudig op in een accessoirevak van je tas.","89,99","Microsoft","ELG-00002","Compact","Linkshandig, Rechtshandig","2 knoppen","Optisch","None","Draadloos","Nee","55,11 cm x 131,31 cm x 14,22 cm","Zwart"
Muizen,"Microsoft Arc Touch Mouse Surface Edition Grijs","De Microsoft Arc Touch Mouse Surface Edition neem je mee onderweg om te navigeren op je Microsoft Surface device. Dankzij de bluetooth 4.0 verbinding werk je draadloos tot 30 meter. Je werk op elk oppervlak, zelfs op ruw hout of tapijt. De touch strip bovenop de mui zorgt voor haptische feedback tijdens het verticale scrollen. De vorm van de muis is zo gemaakt dat je pols rust en in de natuurlijke bocht van je hand past. Wanneer je klaar bent met werken, vervorm je de muis zo dat hij vlak is. Zo berg je hem eenvoudig op in een accessoirevak van je tas.","89,99","Microsoft","CZV-00002","Full-size","Linkshandig, Rechtshandig","2 knoppen","Laser","None","Draadloos","Nee","5,7 cm x 13 cm x 1,45 cm","Grijs"
Muizen,"Trust EasyClick Muis Zwart","De Trust EasyClick Muis Zwart is een ergonomisch gevormde muis. Met de knoppen aan de zijkant van de muis schakel je snel tussen pagina's op het internet of in je explorer. De rubberen afwerking zorgt voor een uitstekende grip.","34,99","Trust","16535","Full-size","Rechtshandig","5 knoppen","Optisch","None","Bedraad","Nee","4,6 cm x 12,8 cm x 4,6 cm","Zwart, Zilver"
Muizen,"Trust Evo Advanced Draadloze Laser Muis","Met extra knoppen en instelbare gevoeligheid zet je de Trust Evo Advanced Draadloze Lasermuis helemaal naar jouw hand. Plug de nano usb ontvanger in je computer en ga meteen met deze muis aan de slag. De speciale ergonomische vorm zorgt er voor dat de muis comfortabel in de hand ligt en vermindert het risico op polsklachten. Met de extra knoppen bedien je functies van je computer of browser. Met de duimknop ga je bijvoorbeeld gemakkelijk terug naar de vorige map of webpagina.","37,99","Trust","20249","Compact","Rechtshandig","8 knoppen","Laser","None","Draadloos","Nee","8,2 cm x 4,6 cm x 12,5 cm","Zwart"
Gaming muizen,"Logitech G PRO Gaming Mouse","Met de Logitech G PRO Gaming Mouse legt Logitech de nadruk op wat je echt nodig hebt in een gaming muis: gevoel en gemak. De knoppen zijn dan ook voorzien van metalen springveren, hierdoor weet je zeker dat elke klik, mits je raak schiet, een headshot is. De 2 knoppen aan de linkerzijde van de muis zijn programmeerbaar, handig om bijvoorbeeld snel skills of items te gebruiken. Met de 'on-the-go' DPI knop verstel je de muis van 200 naar maximaal 12.000 dpi, handig als je van strategie game naar snelle shooter wisselt. Ook bepaal je zelf in welke van de 16,8 miljoen mogelijke kleuren deze muis oplicht terwijl jij de highscores binnenhaalt.","69,-","Logitech G","910-004857","None","Rechtshandig","6 knoppen","Optisch","None","Bedraad","Ja","6,215 cm x 11,66 cm x 3,82 cm","Zwart"
Muizen,"Evoluent 4 Rechtshandige Muis","De Evoluent 4 Rechtshandige Muis is erg nauwkeurig en went snel. Het ontwerp zorgt voor een juiste houding van je arm en pols, zodat je RSI klachten kan voorkomen. Je duim en pink hebben voldoende rust met de Evoluent 4 Rechtshandige Muis. De nauwkeurigheid is in te stellen naar eigen wens, in vier oplopende standen. Zorg voor je pols en voorkom klachten in de toekomst, met behulp van de Evoluent 4 Rechtshandige Muis.","109,99","Evoluent","BNEEVR4","Full-size","Rechtshandig","5 knoppen","Optisch","None","Bedraad","Nee","8,6 cm x 10,6 cm x 8,1 cm","Grijs, Zwart"
Muizen,"HP Z3700 Draadloze Muis Blauw","De HP Z3700 Draadloze Muis Blauw gebruik je om webpagina's en programma's op je laptop of desktop te scrollen. Deze muis is draadloos en werkt door middel van een usb-ontvanger. Hierdoor heb je geen last van kabels die in de knoop raken. Dankzij de frequentie van 2,4 GHz werkt de muis ook vanaf een grotere afstand. Hierbij heb je geen last van verstoring door andere apparaten in de omgeving. Een muismat heb je niet per se nodig omdat deze muis op elke ondergrond werkt dankzij de lasersensor.","22,99","HP","V0L81AA","Full-size","Linkshandig, Rechtshandig","2 knoppen","Laser","None","Draadloos","Nee","6 cm x 10,1 cm x 2,53 cm","Blauw"
Muizen,"Trust Yvi Draadloze Muis Purple Dream Catcher","Een fleurige draadloze muis zonder poespas, dat is de Trust Yvi Purple Dream Catcher. Sluit de nano dongel aan op een usb poort en je gaat binnen het bereik van 8 meter gelijk met deze Trust muis aan de slag. Het maakt niet uit of je links- of rechtshandig bent, de Trust Yvi past altijd goed in je hand. Als je de laptop weer in je tas stopt, blijft de dongel gewoon op de usb poort aangesloten. Wil je hem niet kwijtraken? Dan past de dongel in het speciale vakje onder op de muis.","16,99","Trust","20252","Compact","Linkshandig, Rechtshandig","4 knoppen","Optisch","None","Draadloos","Nee","6,6 cm x 3,9 cm x 10,9 cm","Zwart"
Gaming muizen,"SteelSeries Rival 100 Zwart","Je zou je bijna laten afschrikken door zijn prijs. Maar vergis je niet: je krijgt wel heel erg veel 'gaming muis' voor dit kleine bedrag. SteelSeries heeft zeker niet bezuinigd op de SteelSeries Rival 100. Zes programmeerbare knoppen, een aanpasbare cpi (of dpi) tot 4000 en 16,8 miljoen RGB kleurenopties. Allemaal leuk en wel. Echter, de belangrijkste feature is toch echt de zero hardwareacceleratie. In het kort: De Rival 100 registreert de fysieke afstand altijd 'tzelfde, ongeacht de snelheid waarmee je de muis beweegt. Dit komt precisiewerk zoals headshots louter ten goede.","39,-","SteelSeries","62341","None","Rechtshandig","6 knoppen","Optisch","None","Bedraad","Ja","6,7 cm x 12 cm x 4,4 cm","Zwart"
Muizen,"HP Z3700 Draadloze Muis Goud","De HP Z3700 Draadloze Muis Goud gebruik je om webpagina's en programma's op je laptop of desktop te scrollen. Deze muis is draadloos en werkt door middel van een usb-ontvanger. Hierdoor heb je geen last van kabels die in de knoop raken. Dankzij de frequentie van 2,4 GHz werkt de muis ook vanaf een grotere afstand. Hierbij heb je geen last van verstoring door andere apparaten in de omgeving. Een muismat heb je niet per se nodig omdat deze muis op elke ondergrond werkt dankzij de lasersensor.","22,99","HP","X7Q43AA","Full-size","Linkshandig, Rechtshandig","2 knoppen","Laser","None","Draadloos","Nee","6 cm x 10,1 cm x 2,53 cm","Goud"
Muizen,"Microsoft Wireless Mobile Mouse 4000 Zwart","Met de Microsoft Wireless Mobile Mouse 4000 heb je dankzij het draadloze 2.4 GHz signaal een werkafstand tot ruim 9 meter. Daarnaast kan je vrijwel op elk oppervlak probleemloos werken door de innovatieve Blue Track technologie. De USB Nano-ontvanger kan je in je laptop laten of gewoonweg onder in de muis opbergen. Geschikt voor wanneer je onderweg bent. Handig is de batterijstatusindicator dat aangeeft wanneer de batterij bijna leeg is.","37,99","Microsoft","D5D-00133","Compact","Rechtshandig","4 knoppen","Laser","None","Draadloos","None","14,224 cm x 20,32 cm x 7,112 cm","Zwart"
Gaming muizen,"SteelSeries Rival 300 Zwart","Een geduchte rivaal voor elke gaming muis in zijn prijsklasse. Dat is de SteelSeries Rival 300. Waarom deze muis zo geducht is? Omdat je een groot aantal kenmerken van de Rival 300 naar eigen wens aanpassen kunt. Zoals de programmeerbare knoppen, de twee verlichtingszones (scrollwiel en logo), het naamplaatje (mocht je een 3D-printer in de buurt hebben) en de reactietijd van de sensor. Over de optische sensor gesproken... deze belooft nul hardwareversnelling, biedt 1:1 tracking en nauwkeurige bewegingen, hoe snel je bewegingen in het heetst van de strijd ook zijn.","59,99","SteelSeries","62351","None","Rechtshandig","6 knoppen","Optisch","None","Bedraad","None","7 cm x 13,3 cm x 4,5 cm","Zwart"
Gaming muizen,"Logitech G703 Lightspeed Wireless Gaming Mouse","Met de Logitech G703 Lightspeed Wireless Gaming Mouse richt je in je favoriete shooter preciezer dan ooit. Stel de dpi van de muis in binnen het grote bereik van 200 tot maximaal 12.000 dpi. Zo richt je precies bij lagere dpi waarden, of maak je snelle zwiepende bewegingen om snel achter je te kijken tijdens een potje Quake Champions. Omdat de muis slechts 103 gram weegt, verplaats je hem makkelijk over je muismat. Behoefte aan iets meer gewicht? Voeg het gewichtje van 10 gram toe voor een zwaardere muis. Met de Logitech software laat je de muis oplichten in één van de 16,8 miljoen kleuren, waardoor de muis altijd aansluit bij de verlichting van je toetsenbord of pc.","109,-","Logitech G","910-005094","None","Rechtshandig","5 knoppen","Optisch","None","Draadloos","Ja","6,8 cm x 4,3 cm x 12,4 cm","Zwart"
Muizen,"Speedlink Descano Ergonomische Verticale Muis Zwart","Met de Speedlink Descano Ergonomische Verticale Muis voorkom je dat je pols moe of geïrriteerd raakt. De verticale vorm zorgt ervoor dat je hand niet in een gespannen positie ligt. Daarnaast zorgt de vorm ook voor rust aan je pols wanneer je leunt op het bureaublad. Je hand blijft zo in een ontspannen en neutrale positie, zelfs wanneer je steeds dezelfde bewegingen maakt. De afwerking van de muis bestaat uit rubber dat zorgt voor een stevige grip. De muis beschikt over 5 knoppen waardoor je makkelijk gebruik maakt van verschillende tools. Met het stille scrollwiel navigeer je eenvoudig over een lange webpagina zonder herrie te maken. Niet tevreden over de DPI instelling? Dan pas je deze eenvoudig aan met de daarvoor bestemde knop op de bovenzijde van de muis.","41,99","Speedlink","SL-6168-RRBK","Full-size","Rechtshandig","5 knoppen","Optisch","None","Bedraad","Nee","7,2 cm x 6 cm x 12,7 cm","Zwart"
Gaming muizen,"SteelSeries Rival 310 Zwart","De SteelSeries Rival 310 Zwart is een muis voor shooter liefhebbers. Want met een instelbaar dpi tot wel 12.000 is de muis gemaakt voor snelle, zwiepende bewegingen in games als Counter Strike en Quake Champions. Om te voorkomen dat je muis uit je handen glijdt terwijl je een 360 maakt in game, is de muis uitgerust met rubberen grepen aan de zijkant. Zo heb je altijd genoeg grip wanneer je de muis hanteert. Om de muis een eigen smoel te geven, stel je de kleur op het scrollwiel en het logo in naar keuze. Je hebt de keuze uit wel 16,8 miljoen kleuren uit het RGB kleurenspectrum.","69,99","SteelSeries","62433","None","Rechtshandig","6 knoppen","Optisch","None","Bedraad","Ja","7 cm x 12,7 cm x 4,1 cm","Zwart"
Muizen,"Logitech Wireless Mouse M525","Met de Logitech Wireless Mouse M525 maak je verbinding met verschillende apparaten dankzij de Unifying ontvanger. Je steekt de ontvanger van de muis in je laptop en sluit vervolgens nog tot nog 6 andere draadloze apparaten aan. Zo gebruik je verschillende toetsenbord en muis combinaties via 1 usb poort op je laptop. De muis heeft een ergonomische vorm en heeft een zachtere rubberen grip die zorgt voor comfort. Het scrollwiel met palrad zorgt voor een nauwkeurige navigatie. De muis werkt op een 2 AA batterijen. Gelukkig hoef je deze niet vaak de vervangen. De levensduur van de batterij is namelijk tot 3 jaar.","49,99","Logitech","910-004932","Compact","Linkshandig, Rechtshandig","5 knoppen","Optisch","None","Draadloos","Nee","5,7 cm x 10,15 cm x 3,83 cm","Zwart"
Muizen,"HP Spectre Bluetooth Muis Zwart","Met de HP Spectre Bluetooth Muis scroll en klik je door webpagina's en programma's op je desktop of laptop. Via Bluetooth maak je met deze muis draadloos verbinding met je laptop of computer. Hierbij heb je geen last van verstoring door andere apparaten in de omgeving. Doordat deze muis draadloos is heb je geen last van kabels die in de knoop raken. Een muismat heb je niet per se nodig omdat deze muis op elke ondergrond werkt dankzij de lasersensor.","44,99","HP","1AM57AA","Full-size","Linkshandig, Rechtshandig","2 knoppen","Optisch","None","Draadloos","Nee","6,5 cm x 12,13 cm x 3 cm","Zwart"
Muizen,"HP Z3200 Draadloze Muis Wit","De HP Z3200 Draadloze Muis Wit is een compace muis die werkt op een frequentie van 2,4 GHz. Hierdoor blijft deze HP muis ook op grotere afstand van je computer of laptop prima werken en heb je geen last van verstoring met andere apparaten. Je hebt geen last meer van kabels of ver uitstekende ontvangers dankzij de compacte nano-ontvanger. Met de meegeleverde batterijen kunt je zo'n 12 maanden vooruit.","26,99","HP","E5J19AA","Compact","Linkshandig, Rechtshandig","3 knoppen","Optisch","None","Draadloos","Nee","5,75 cm x 9,5 cm x 3,35 cm","Wit"
Gaming muizen,"Razer DeathAdder Essential Ergonomic Gaming Muis","Met de Razer DeathAdder Essential Ergonomic Gaming Muis op je bureau raak je headshots en blijf uit de klauwen van pees- en polsklachten. De DeathAdder beschikt over een Dual Sensor systeem. Dit zorgt voor betere tracking van bewegingen en dus meer controle over je muis. Voor extra precisie of snelheid is de gevoeligheid van de muis tijdens het spelen in te stellen. Daarnaast beschikt de muis over 5 programmeerbare knoppen om hem extra te personaliseren. Dankzij rubberen grepen hebben je vingers meer houvast, zodat je minder headshots mist.","62,-","Razer","136387","Full-size","Rechtshandig","5 knoppen","Optisch","None","Bedraad","Ja","7 cm x 12,7 cm x 4,4 cm","Geel"
Gaming muizen,"Trust GXT 148","Stuur je legers aan en raak die snelle headshots: met de Trust GXT 148 gaming muis heb jij de situatie in de hand. De muis is aan weerszijden voorzien van extra knoppen, zo voer je belangrijke acties - zoals het het gebruiken van skills in League of Legends - net even wat sneller uit dan je tegenstander. Gaat je muis mee op reis? Dankzij de robuuste, gevlochten kabel zijn knopen, kabelbreuk en slijtage verleden tijd.","26,99","Trust","21197","None","Rechtshandig","8 knoppen","Optisch","None","Bedraad","Ja","7,6 cm x 12,3 cm x 3,6 cm","Rood"
Muizen,"Kensington Orbit Trackball met Scrollring","Bedien de muispointer van je laptop of PC optimaal met de Kensington Orbit Trackball met Scrollring. Rol met je vingers de pointer naar de juiste positie. Met het scrollwiel om de bal scroll je razendsnel door internetpagina's en documenten. Maar niet alleen scrollen gaat hiermee gemakkelijk, ook inzoomen en switchen is kinderlijk eenvoudig. De Kensington Orbit Trackball met Scrollring ligt comfortabel in de hand en is geschikt voor zowel rechts- als linkshandigen.","47,99","Kensington","K72337EU","Full-size","Linkshandig, Rechtshandig","None","Trackball","None","Bedraad","Nee","15,24 cm x 20,32 cm x 5,08 cm","Zwart"
Gaming muizen,"Corsair Glaive Aluminium Gaming Muis Zwart","De Corsair Glaive is een gaming muis met een comfortabele pasvorm en verwisselbare zijpanelen. Naast de afgeronde vormen zorgen de 3 verschillende zijpanelen voor comfortabele grip- en pasvormen voor elke griptechniek. Zo heb je een paneel waarop je je duim laat rusten, eentje met extra griptextuur en een vlak paneel voor fingertip grip spelers. De Omron switches in de muisknoppen zorgen voor een duidelijke klik en garanderen dat games elke klik registreren. De 2 verlichtingsstrips en het logo lichten los van elkaar op in de kleuren of patronen die jij het mooist vindt. Het frame van deze Glaive is van aluminium, hierdoor is de muis steviger en iets zwaarder, maar beter geschikt voor hogere dpi instellingen.","79,-","Corsair","CH-9302111-EU","None","Rechtshandig","6 knoppen","Optisch","None","Bedraad","Ja","0,65 cm x 1,25 cm x 0,44 cm","Zwart"
Gaming muizen,"Corsair Scimitar Pro RGB Zwart","Met de Corsair Scimitar Pro RGB gaming muis gaat Corsair een stukje verder dan andere MMO muizen. Comfort staat hoog in het vaandel, want het Key Slider-systeem laat je het zijpaneel met 12 knoppen tot 8 mm naar voren of naar achteren schuiven. Hierdoor zijn alle knoppen makkelijk te bereiken, ook als je grotere handen hebt. Daarnaast zijn de zijknoppen mechanisch en zijn 2 van de 4 rijen bedekt met reliëf, zodat je ook 'blind' precies voelt welke knoppen je onder de duim hebt. De muis sluit zich helemaal aan bij je battlestation, want je laat de 4 verlichtingszones apart in een van de 16,8 kleuren oplichten.","84,-","Corsair","CH-9304111-EU","None","Rechtshandig","17 knoppen","Optisch","None","Bedraad","Ja","7,7 cm x 12 cm x 1,67 cm","Zwart, Zilver"
Muizen,"Logitech MX Anywhere 2S Draadloze Mobiele Muis Blauw","Met de Logitech MX Anywhere 2S Draadloze Mobiele Muis bestuur je tot drie computers en kopieer je tekst, afbeeldingen en bestanden eenvoudig heen en weer. Ga als een speer door documenten met supersnel scrollen. De MX ANYWHERE 2S gaat na volledige oplading tot twee maanden mee en in slechts drie minuten tijd heb je genoeg power voor een hele dag. Je werkt vrijwel op elke ondergrond met deze laser muis. En dankzij de compacte, geronde vorm neem je hem mee onderweg en ligt hij ook bij intensief gebruik prettig in de hand.","89,99","Logitech","910-005154","Compact","Linkshandig, Rechtshandig","7 knoppen","Laser","None","Draadloos","Ja","6,1 cm x 10,3 cm x 3,4 cm","Blauw"
