product_type,product_name,product_desc,product_price,product_brand,product_model,product_screen,product_screenres,product_response,product_brightness,product_refresh,product_screentype,product_connection,product_dimensions,product_weight
Monitoren,"LG 32UD89","Met de LG 32UD89 werk je in 4K aan je grafische projecten. De Ultra HD resolutie zorgt voor een scherpe weergave van je foto's en video's. Zoom tot in het kleinste detail in en mis geen pixel van je grafische kunstwerkjes, die door de 99% sRGB dekking levensechte kleuren weergeven. Met deze monitor creëer je een ergonomische werkplek door hem in hoogte te verstellen. Zo pas je hem aan jouw ideale zithouding aan en verminder je klachten aan je nek en schouders. Sluit een MacBook of usb c laptop op je monitor aan via de usb c aansluiting. Deze poort beschikt tevens over een oplaadfunctie, waardoor je tegelijkertijd je laptop oplaadt.","999,-","LG","32UD89-W.AEU","31,5 inch","3840 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, USB-type C","71,38 cm x 25,92 cm x 48,54 cm","8,8 kg"
Monitoren,"Samsung LU32H850UMUXEN","De Samsung LU32H850UMUXEN is een 32 inch 4K monitor voor al je grafische projecten. Dankzij de Ultra HD resolutie beschik je over een scherp beeld en mis je geen detail van je digitale ontwerp. De QLED beeldtechniek zorgt voor een 125% dekking van het sRGB kleurenspectrum, waardoor je een natuurgetrouwe kleurweergave ervaart. Deze monitor is op meerdere manieren verstelbaar, dus pas je werkplek helemaal aan jouw werkhouding aan. Kantel, draai, roteer en verstel de LU32H850UMUXEN in hoogte en ga ergonomisch verantwoord te werk. Hiermee voorkom je nek- en schouderklachten als je een lange dag achter je beeldscherm doorbrengt.","699,-","Samsung","LU32H850UMUXEN","32 inch","3840 x 2160 pixels","4 ms","None","60 Hz","VA paneel","HDMI, DisplayPort, USB-type A","73,1 cm x 29,9 cm x 62 cm","8,8 kg"
Monitoren,"AOC Q2577PWQ","Verhoog jouw productiviteit met de AOC Q2577PWQ. Kantel, draai of verstel dit model in hoogte voor de optimale werkhouding. Met het Quad HD beeldscherm bekijk je jouw werk in hoog detail. Dankzij de anti-reflecterende coating stoor jij je niet aan vervelende reflecties op het scherm. Dus laat je creativiteit de vrije loop en bewerk de mooiste foto's en video's op dit ergonomische scherm.","279,-","AOC","Q2577PWQ","25 inch","2560 x 1440 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI, DisplayPort, Hoofdtelefoon","57,14 cm x 19,91 cm x 47,48 cm","8,5 kg"
Monitoren,"iiyama G-Master Black Hawk G2730HSU-B1","De iiyama G-Master Black Hawk G2730HSU-B1 is een monitor voor beginnende gamers die alleen op Full HD spelen. De monitor heeft een refresh rate van 75 Hz, waardoor games vloeiender weergegeven worden dan op een 60 Hz scherm. Met 1 ms reactiesnelheid heb je geen last van ghosting en heb je nagenoeg geen inputlag wanneer je jouw console op de monitor aanluit. Het ontwerp is strak en minimalistisch, met dunne bezels voor een setup met 2 of meer monitoren. Je stelt de black equalizer naar wens af, zodat je tegenstanders in donkere levels een stuk beter ziet. Heb je een AMD videokaart? Dan zorgt FreeSync dat de monitor en de videokaart beter samenwerken voor stabiele framerates.","199,-","Iiyama","G2730HSU-B1","27 inch","1920 x 1080 pixels","1 ms","None","75 Hz","TN paneel","HDMI, VGA, DisplayPort, USB","61,3 cm x 19,7 cm x 44,1 cm","5,3 kg"
Monitoren,"BenQ GL2760H","Zet de BenQ GL2760H op je bureau en kijk films in Full HD of speel je favoriete games zonder vertragingen. Deze 27 inch monitor beschikt over de trillingsvrije technologie, zodat je minder snel last krijgt van je ogen als je langere tijd naar het scherm kijkt. Fijn tijdens een avondje Netflix of als je bezig bent met een gaming marathon. En de beelden tijdens het spelen zien er ook vloeiend uit dankzij een reactietijd van 2 ms.","169,-","BenQ","9H.LC8LA.TBE","27 inch","1920 x 1080 pixels","2 ms","None","75 Hz","TN paneel","HDMI, VGA, DVI, Hoofdtelefoon","68,58 cm x 33,62 cm x 59,76 cm","5,5 kg"
Monitoren,"AOC G2778VQ","Met de AOC G2778VQ op je bureau heb je een gaming monitor zonder al te veel poespas. In games als Fallout, Overwatch en Doom vliegen de rakketten je om de oren; gelukkig heeft deze monitor een snelle reactietijd waardoor snel bewegende beelden helder in beeld komen. Sluit de monitor aan via de DisplayPort aansluiting en AdaptiveSync voorkomt haperende beelden tijdens het gamen. Headshot gemist? Dankzij de anti-glare laag op het scherm heb je minder last van reflecties en schitteringen, zo heb je de tegenstander altijd duidelijk in het vizier. Kantel het scherm tot je er goed voor zit en je schouders en nek ontspannen zijn, zo blijf ook tijdens lange speelsessies goed presteren.","179,-","AOC","G2778VQ","27 inch","1920 x 1080 pixels","1 ms","None","75 Hz","TN paneel","HDMI, VGA, DisplayPort, Hoofdtelefoon","64,03 cm x 29,91 cm x 47,07 cm","4,72 kg"
Monitoren,"Samsung LC24F396FHUXEN","Met de Samsung LC24F396FHUXEN 24 inch curved monitor op je bureau komen al je dagelijkse computertaken duidelijk in beeld. De ronding van deze Samsung komt overeen met de ronding van het menselijk oog. Hierdoor bevindt het scherm zich vanaf elk punt op gelijke afstand van je ogen. Het kost je ogen daarom minder moeite om naar de hoeken van het beeldscherm te kijken. Deze Samsung beschikt over een VA paneel met anti-glare coating, dit houdt in dat je onder alle lichtomstandigheden en vanuit elke hoek het scherm goed ziet. Dankzij de trillingsvrije technologie en blauw-licht filter heb je na lange sessies minder last van vermoeide ogen. AMD Freesync zorgt dat jouw games, in combinatie met AMD videokaarten, zonder haperingen in beeld verschijnen.","189,-","Samsung","LC24F396FHUXEN","24 inch","1920 x 1080 pixels","4 ms","None","60 Hz","VA paneel","HDMI, VGA, Hoofdtelefoon","54,76 cm x 18,16 cm x 41,7 cm","4 kg"
Monitoren,"iiyama ProLite XU2492HSU-B1","De iiyama ProLite XU2492HSU-B1 maakt je werkdagen een stuk comfortabeler. Maak je vaak lange uren voor je beeldscherm, dan ben je met deze monitor goed uit. Om geïrriteerde ogen te voorkomen, heeft deze monitor namelijk een Blue Light Reducer. Een techniek die ervoor zorgt dat je ogen minder snel vermoeid raken. Werk jij graag met meerdere schermen naast elkaar? Verbind deze monitor met een computer via de DisplayPort, HDMI en VGA aansluitingen.","159,-","Iiyama","XU2492HSU-B1","24 inch","1920 x 1080 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, VGA, DisplayPort","53,95 cm x 18,45 cm x 40,75 cm","3,6 kg"
Monitoren,"Philips 273V5LHAB","Op de Philips  273V5LHAB kijk je films, bewerk je foto's en speel je games. Met een responstijd van 1 ms heb je geen last van wazige beelden tijdens snelle game acties. In fel verlichte ruimtes zie je het beeld nog steeds goed, dankzij de hoge helderheid van 300 cd/m2. Dus bewerk je vakantiefoto's zonder problemen als de zon op je monitor schijnt. Daarbij heb je door het matte anti-glare beeldscherm minder last van reflecterend licht en vingerafdrukken op je beeldscherm. Op je bureau hoef je geen ruimte meer vrij te maken voor speakers. Deze monitor heeft namelijk ingebouwde luidsprekers waarmee je direct uit deze monitor van je favoriete muziek geniet.","169,-","Philips","273V5LHAB","27 inch","1920 x 1080 pixels","1 ms","None","60 Hz","TN paneel","HDMI, VGA, DVI, Hoofdtelefoon","6,46 cm x 2,4 cm x 4,71 cm","4,53 kg"
Monitoren,"HP 24es","De HP 24es is een eenvoudige Full HD monitor voor alledaags gebruik. Met het anti-glare scherm zet je dit beeldscherm gewoon in de buurt van je raam, zonder dat je last hebt van reflecties. Films, series en YouTube video's kijk je in Full HD. Dit doe je gerust met tweeën, dankzij de ruime kijkhoeken van het IPS paneel. Meer schermruimte nodig voor multitasking? Dankzij de dunne bezel van deze HP monitor zet je 2 exemplaren tegen elkaar aan, zonder een dikke rand tussen de beeldschermen te creëren.","178,99","HP","T3M78AA#ABB","24 inch","1920 x 1080 pixels","7 ms","None","60 Hz","IPS paneel","HDMI, DVI","53,98 cm x 18,35 cm x 40,88 cm","3,04 kg"
Monitoren,"Eizo ColorEdge CG2730","Ga op de Eizo ColorEdge CG2730 aan de slag met uitwerken van je grafische ideeën en het bewerken van foto's. Het beeldscherm geeft kleuren levensecht weer dankzij de 100% ondersteuning van het sRGB kleurprofiel en 99% ondersteuning van het Adobe RGB kleurprofiel. In sRGB werk je digitaal met realistische kleuren. Schakel over naar Adobe RGB voor meer verzadigde weergave van je foto's en voor het werken met printers die Adobe RGB ondersteunen. Roteer, draai, kantel en verstel je monitor in hoogte en richt je werkplek ergonomisch in. Zo pas je de CG2730 helemaal aan jouw ideale zithouding aan. Kijk je lang achter elkaar naar je beeldscherm? Dan zorgt het blauw licht filter ervoor dat je ogen minder snel vermoeid raken.","1.679,-","Eizo","CG2730","27 inch","2560 x 1440 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DVI, DisplayPort, USB-type A","64 cm x 25 cm x 56 cm","8,9 kg"
Monitoren,"Philips 243V5LHAB","Vanuit welke hoek je ook naar de Philips 243V5LHAB kijkt, je ziet een scherp beeld. Handig als je foto's of video's bewerkt. Ondertussen luister je vanuit je luie (bureau)stoel naar muziek via de ingebouwde speakers. Kantel de monitor voor de beste werkhouding, dit maakt de monitor geschikt voor elke werkplek.","119,-","Philips","243V5LHAB/00","24 inch","1920 x 1080 pixels","1 ms","None","60 Hz","TN paneel","HDMI, VGA, DVI","55,1 cm x 22 cm x 42 cm","3,66 kg"
Monitoren,"LG 32UD59","De LG 32UD59 is een 32 inch monitor waarop je foto's en video's bewerkt in 4K. Het Ultra HD beeldscherm beschikt over een resolutie van 3840 x 2160 pixels, waardoor jij je grafische kunstwerken tot in het kleinste detail bekijkt. Kleuren zijn levensecht door de 100% dekking van het sRGB kleurprofiel. Deze monitor is in hoogte verstelbaar, waardoor je hem aanpast aan jouw ideale zithouding en minder kans op nek- of schouderklachten hebt. Daarnaast beschermt het blauw licht filter je ogen tegen irritaties. Werk je in een ruimte waar de zon door het raam naar binnen schijnt? Dan heb je dankzij het anti glare paneel geen last van weerkaatsend licht en weerspiegelingen en blijf je gefocust op je werk.","599,-","LG","32UD59-B.AEU","32 inch","3840 x 2160 pixels","4 ms","None","60 Hz","VA paneel","HDMI, DisplayPort, Hoofdtelefoon","72,8 cm x 20 cm x 42,4 cm","7,1 kg"
Monitoren,"AOC i2381FH","De AOC i2381FH is een 23 inch monitor zonder allerlei functies die je toch nooit gebruikt. Bekijk foto's en video's op het Full HD beeldscherm. Het IPS paneel zorgt ervoor dat de kleuren van het beeld niet vervormen wanneer je lekker onderuitgezakt een paar uurtjes door YouTube heen scrollt. Deze AOC monitor maakt gebruik van trillingsvrije technologie. Zo krijg je minder snel last van vermoeide ogen wanneer je lang naar een Word document staart.","129,-","AOC","i2381FH","23 inch","1920 x 1080 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, VGA, Hoofdtelefoon","53,3 cm x 15 cm x 40 cm","3 kg"
Monitoren,"Samsung LC27F396FHUXEN","Met de Samsung LC27F396FHUXEN omring jij jezelf door je favoriete spellen en heb je nooit meer last van haperingen in de gameplay. Deze monitor is curved, oftewel gebogen, en dus vouwt het beeld zich een beetje om je heen. Door dat panoramische effect hoeven je ogen minder te bewegen om het hele scherm te zien en raken ze minder snel vermoeid. Deze Samsung monitor beschikt bovendien over de AMD FreeSync technologie. Deze vinding zorgt voor een soepele gameplay, zonder tearing of stuttering. Terwijl de besturing tijdens het gamen strak aanvoelt dankzij de reactietijd van 4 ms. Zit je vaak langere tijd voor je monitor? De trillingsvrije technologie zorgt ervoor dat je minder snel last krijgt van geïrriteerde ogen.","249,-","Samsung","LC27F396FHUXEN","27 inch","1920 x 1080 pixels","4 ms","None","60 Hz","VA paneel","HDMI, VGA, Hoofdtelefoon","62,3 cm x 24,3 cm x 46,6 cm","4,1 kg"
Monitoren,"iiyama G-Master Black Hawk GE2488HS-B2","De iiyama G-Master Black Hawk GE2488HS-B2 is een 24 inch Full HD gaming monitor met een reactietijd van 1 ms. Bewegende beelden lopen hierdoor vloeiend in elkaar over. Heb je een AMD videokaart? Dan zorgt FreeSync dat je games zonder haperingen in beeld komen. Dit maakt de iiyama GE2488HS-B1 geschikt voor shooters en andere snel bewegend beelden. Deze monitor beschikt over Black Tuner, dit verhoogt de helderheid op donkere plekken waardoor je tegenstanders sneller ziet en makkelijker headshots scoort. Verder heeft dit iiyama beeldscherm ingebouwde speakers, dus een externe speakerset niet noodzakelijk.","149,-","Iiyama","GE2488HS-B2","24 inch","1920 x 1080 pixels","1 ms","None","75 Hz","TN paneel","HDMI, VGA, DVI, Hoofdtelefoon","56,8 cm x 21,75 cm x 40,9 cm","3,5 kg"
Monitoren,"AOC U3277PWQU","","449,-","AOC","U3277PWQU","32 inch","3840 x 2160 pixels","4 ms","None","60 Hz","AMVA paneel","HDMI, VGA, DVI, DisplayPort, Hoofdtelefoon, USB-type A","85,8 cm x 17,12 cm x 57,5 cm","11,51 kg"
Monitoren,"iiyama ProLite B2283HS-B3","Of je nou foto's bewerkt, een filmpje kijkt of aan het gamen gaat: voor de iiyama ProLite iiyama ProLite B2283HS-B3 zit je altijd comfortabel. Deze 22 inch monitor is namelijk op maar liefst 4 manieren te verstellen, zodat je altijd de goede positie vindt die bij jouw werkhouding past. Geen nekpijn dus terwijl je beeldmateriaal in detail bewerkt in Full HD of al je vijanden verslaat in je favoriete games. Zonder dat je last hebt van schokkerig beeld, want de reactietijd van deze monitor is slechts 1 ms. En speel je door tot in de vroege uurtjes, dan zorgt het blauw licht filter ervoor dat je ogen niet snel moe worden.","149,-","Iiyama","B2283HS-B3","21,5 inch","1920 x 1080 pixels","1 ms","None","75 Hz","TN paneel","HDMI, VGA, DisplayPort, Hoofdtelefoon","50,5 cm x 23 cm x 37,1 cm","4,8 kg"
Monitoren,"Samsung U28E590D","De Samsung LU28D590DS is een 28 inch LED-monitor met een 4K-resolutie. Dankzij deze enorm hoge resolutie van 3840x2160 pixels, geniet je van veel werkruimte en een kristalhelder beeld. Daarnaast geeft dit scherm een miljard verschillende kleuren weer. Dat betekent dat alles op het beeldscherm gedetailleerd en natuurgetrouw weergegeven wordt. De Samsung LU28D590DS beschikt over een reactietijd van slechts 1 ms. Supersnelle beelden bij games en films worden hierdoor vloeiend weergegeven zonder dat ze hun scherpte en details verliezen.","349,-","Samsung","LU28E590DS/EN","28 inch","3840 x 2160 pixels","1 ms","None","60 Hz","TN paneel","HDMI, DisplayPort","66,09 cm x 16,94 cm x 48,63 cm","5,65 kg"
Monitoren,"LG 27MP59G","De LG 27MP59G is een 27 inch monitor die geschikt is voor gamers met een AMD videokaart. De FreeSync-technologie synchroniseert namelijk het aantal frames per seconde tussen de videokaart en de monitor. Hierdoor worden beelden vloeiend weergegeven en heb je geen last meer van stuttering terwijl je headshots maakt in Counter Strike. Verder heb je geen last van ghosting tijdens het gamen, want deze monitor heeft slechts 1 ms reactietijd. En hoe je ook voor je beeldscherm zit, op het IPS paneel zie je altijd ware kleuren vanuit iedere kijkhoek.","199,-","LG","27MP59G","27 inch","1920 x 1080 pixels","1 ms","None","75 Hz","IPS paneel","HDMI, VGA, DisplayPort, Hoofdtelefoon","63,5 cm x 20,32 cm x 46,99 cm","4,3 kg"
Monitoren,"Samsung LS24H850QFUXEN","Op de Samsung LS24H850QFUXEN bewerk je jouw vakantiefoto's en kijk je films. Het 24 inch beeldscherm beschikt over een resolutie van 2560 x 1440, waardoor je alles gedetailleerd ziet. Pas de monitor aan jouw werkhouding aan door hem in hoogte te verstellen en voorkom daarmee nek- en schouderklachten. Zo creëer je een ergonomische werkplek en maak je comfortabel een lange dag achter je monitor. Kantel je het scherm, dan zie je het beeld nog altijd goed dankzij het PLS paneel. Dit zorgt namelijk voor een realistische kleurweergave vanuit elke kijkhoek. De FreeSync technologie voorkomt haperende beelden tijdens het kijken van films of gamen.","349,-","Samsung","LS24H850QFUXEN","24 inch","2560 x 1440 pixels","4 ms","None","60 Hz","PLS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A, USB-type C","54 cm x 23,6 cm x 52,3 cm","6,4 kg"
Monitoren,"LG 24MP59G","De LG 24MP59G is een 23,8 inch monitor waarop je jouw favoriete games speelt. Dankzij de Motion Blur Reduction bereikt het beeldscherm een reactietijd van 1 ms, waardoor je geen last hebt van ghosting. En heeft je pc een AMD videokaart, gebruik dan de FreeSync-technologie om tearing en stuttering te voorkomen. Op het IPS paneel van de monitor zie je vanuit elke kijkhoek ware kleuren, dus je zet deze monitor met een gerust hart een tikkeltje schuin neer op je bureau.","159,-","LG","24MP59G-P.AEU","23,8 inch","1920 x 1080 pixels","1 ms","None","75 Hz","IPS paneel","HDMI, VGA, DisplayPort, Hoofdtelefoon","55,05 cm x 20,41 cm x 41,99 cm","3,2 kg"
Monitoren,"Asus MB169B+","De Asus MB169B+ neem je overal mee naartoe om te gebruiken als tweede scherm naast je laptop of pc. Deze 15 inch monitor weegt slechts 800 gram en is 8,5 millimeter dun, waardoor je hem makkelijk mee op pad neemt. Onderweg raakt het Full HD beeldscherm niet beschadigd dankzij de meegeleverde beschermhoes. En ga je aan de slag, dan dient de hoes als verstelbare standaard. Zet dit scherm op je hotelkamer of bij een klant naast je laptop en creëer de ruimte om met meerdere programma's naast elkaar te werken. Zowel de stroomtoevoer als het videosignaal verlopen via de usb 3.0 poort, zodat je voor het aansluiten slechts 1 kabel nodig hebt.","219,-","Asus","MB169B+","16 inch","1920 x 1080 pixels","14 ms","None","60 Hz","IPS paneel","USB-type A","37,9 cm x 0,85 cm x 23,6 cm","0,8 kg"
Monitoren,"iiyama ProLite B2791HSU-B1","Met de iiyama ProLite B2791HSU-B1 voer je allerlei taken uit, van videobewerken tot het spelen van je favoriete games. Heeft je pc een AMD videokaart, dan profiteer je van de FreeSync technologie. Deze laat je monitor en videokaart samenwerken om zo haperingen op het scherm te voorkomen tijdens het gamen. En met 1 ms heb je geen last meer van ghosting tijdens een potje Counter Strike. Zelfs als je uren achter elkaar speelt worden je ogen niet moe dankzij het blauwe licht filter. Deze filtert de meest vervelende lichtstralen om vermoeidheid te voorkomen. Omdat de monitor op diverse manieren instelbaar is, voorkom je ook nek- en schouderklachten. Want je zet de monitor neer zoals jij handig vindt.","219,-","Iiyama","B2791HSU-B1","27 inch","1920 x 1080 pixels","1 ms","None","75 Hz","TN paneel","HDMI, VGA, DisplayPort, Hoofdtelefoon, USB-type A","61,3 cm x 23 cm x 39,75 cm","6,9 kg"
Monitoren,"LG 29UC88","Of je nou foto's en video's bewerkt of liever wil gamen; bij de LG 29UC88 ben je aan het goede adres. Deze monitor is curved, licht gebogen dus, en dat zorgt voor een panoramisch effect. Het scherm is bovendien breed, zodat je makkelijk 2 of 3 programma's naast elkaar open zet om efficiënter te werken. Ga je aan de slag met beeldmateriaal, dan profiteer je van het feit dat deze LG monitor 99% van de sRGB kleurruimte dekt. Oftewel: kleuren worden realistischer weergegeven dan op een 'normaal' scherm. Is het werk af? Tijd om te gamen. En dankzij de AMD FreeSync technologie heb je geen last van haperingen en ziet de gameplay er vloeiend uit.","399,-","LG","29UC88-B","29 inch","2560 x 1080 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon","70,1 cm x 25,2 cm x 39,6 cm","7 kg"
Monitoren,"iiyama ProLite XB2483HSU-B3","Met de iiyama ProLite XB2483HSU-B3 op je bureau kijk je altijd comfortabel naar het beeldscherm. Omdat deze monitor op diverse manieren verstelbaar is, zet je hem neer op een manier die jij fijn vindt. Zo krijg je minder last van spierpijn, zelfs tijdens langere sessies. Ook je ogen worden minder moe, want het scherm is uitgerust met een blauw licht filter. Deze filtert het blauwe licht, dat het vervelendst is voor je ogen. Samen film kijken op deze monitor? Door het VA paneel zie je vanuit elke kijkhoek ware kleuren zodat iemand anders ook alles ziet zoals het bedoeld is én zie je diepere zwartwaarden. En dankzij de ingebouwde speakers laat je het geluid van je film of serie direct uit de ProLite komen.","179,-","Iiyama","XB2483HSU-B3","23,8 inch","1920 x 1080 pixels","4 ms","None","75 Hz","VA paneel","HDMI, VGA, DisplayPort, Hoofdtelefoon, USB-type A","55,25 cm x 23 cm x 51,1 cm","5,6 kg"
Monitoren,"LG 27UD58","Met de LG 27UD58 maak jij serieus werk van foto- en videobewerking en game je in 4K. Deze monitor ondersteunt 99% van het sRGB kleurprofiel, waardoor kleuren realistischer worden weergegeven. En kleine aanpassingen voer je door in het kleurkalibratieprogramma. Deze monitor is niet alleen geschikt voor grafisch werk, maar ook voor het spelen van games. Door de FreeSync technologie 'communiceert' dit beeldscherm met je AMD videokaart en heb je geen last van tearing of stuttering.","389,-","LG","27UD58","27 inch","3840 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon","61,5 cm x 49,3 cm x 36,51 cm","5,6 kg"
Monitoren,"iiyama ProLite B2875UHSU-B1","Wil je nog gedetailleerder foto's of video's bewerken of gamen in 4K, kies dan de iiyama ProLite B2875UHSU-B1. De beeldkwaliteit van deze 4K monitor is maar liefst 4 keer zo scherp als die van een Full HD monitor. Zo bewerk je die ene foto nog even wat gedetailleerder. Heeft je pc bovendien een AMD videokaart, dan zorgt de FreeSync technologie ervoor dat je geen haperend beeld meer ondervindt. Met de hoge reactiesnelheid van 1 ms is deze monitor ook geschikt om te gamen in 4K. En zit je uren achter elkaar voor het scherm, dan worden je ogen niet moe door het blauwe licht filter dat de meest irriterende lichtstralen eruit filtert.","399,-","Iiyama","B2875UHSU-B1","28 inch","3840 x 2160 pixels","1 ms","None","75 Hz","TN paneel","HDMI, VGA, DVI, DisplayPort, Hoofdtelefoon, USB-type A","65,95 cm x 23 cm x 41 cm","7,5 kg"
Monitoren,"Acer K242HQLCbid","De Acer K242HQLCbid is een allround monitor voor thuis. Tijdens het spelen van games op dit beeldscherm voelt de besturing strak en zonder vertraging aan dankzij een reactietijd van 1 ms. Ben je in een creatieve bui? Door de Full HD resolutie bewerk jij foto's en video's tot in detail. Of zak gewoon lekker onderuit en bekijk de laatste aflevering van je favoriete serie. En zit jij na aankoop van deze Acer urenlang voor je nieuwe monitor, dan zorgt de ComfyView techniek ervoor dat je minder snel last krijgt van vermoeide of geïrriteerde ogen.","119,-","Acer","UM.UX6EE.C01","24 inch","1920 x 1080 pixels","1 ms","None","60 Hz","TN paneel","HDMI, VGA, DVI","56,7 cm x 21,8 cm x 41,2 cm","4,2 kg"
Monitoren,"HP Envy 34 Curved Display","Werk je met grote afbeeldingen of multitask je graag, kies dan de HP Envy 34 Curved Display. Deze 34 inch ultrawide monitor heeft een gebogen ontwerp, wat inhoudt dat het scherm zich rond je ogen vormt zodat je minder moeite hoeft te doen om het hele scherm voor je te zien. Met zijn 34 inch heeft de monitor veel werkruimte, dus open 2 of zelfs 3 vensters naast elkaar en doe zo meerdere dingen tegelijkertijd. Terwijl je naar het scherm kijkt, zorgt het VA paneel ervoor dat je onder alle kijkhoeken de ware kleuren ziet en ook zwartwaardes worden scherp weergegeven. En heb je een MacBook of ander apparaat met usb c, sluit deze dan moeiteloos aan via de usb poort.","999,-","HP","W3T65AA#ABB","34 inch","3440 x 1440 pixels","6 ms","None","60 Hz","VA paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A, USB-type C","81 cm x 19,82 cm x 47,65 cm","11,14 kg"
Monitoren,"Philips 246E7QDSW","De Philips 246E7QDSW is een monitor voor al je  dagelijkse computertaken. Bewerk vakantiefoto's in Photoshop en bekijk je lievelingsseries in Full HD kwaliteit. Het PLS paneel zorgt ervoor dat je vanuit elke hoek de ware kleuren ziet, handig als je je series niet in je eentje wilt kijken. Dankzij de trillingsvrije technologie heb je met deze Philips monitor heb je urenlang kijkplezier, want met deze technologie heb je minder snel last van vermoeide ogen. Sluit je Android telefoon aan op de MHL poort, zo bekijk je foto's van je telefoon in het groot en laat je de Angry Birds door het 23,6 inch beeld heen vliegen.","149,-","Philips","246E7QDSW/00","24 inch","1920 x 1080 pixels","5 ms","None","60 Hz","PLS paneel","HDMI, VGA, DVI","53,9 cm x 4,5 cm x None","3,18 kg"
Monitoren,"HP Envy 27s","De HP Envy 27s is een 4K monitor die geschikt is voor beeldbewerking en grafisch design. De Ultra HD resolutie zorgt op een scherm van 27 inch voor een hogere pixeldichtheid, waardoor je de kleinste details van je ontwerp uitwerkt. Door de FreeSync technologie werken je AMD videokaart en je monitor beter samen, waardoor je geen last hebt van haperend en stotterend beeld tijdens het bewerken van video's. De 99% dekking van het sRGB kleurprofiel zorgt voor een levensechte weergave van kleuren. Daarbij zorgt het VA paneel zorgt voor betere zwartwaarden en een kijkhoek van 178 graden. Met de meegeleverde VESA montage adapter bevestig je de monitor op een muurbeugel, waarmee je hem ophangt aan de muur.","529,-","HP","Y6K73AA#ABB","27 inch","3840 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort","61,35 cm x 15,5 cm x 42,92 cm","5,51 kg"
Monitoren,"BenQ SW2700PT","De BenQ SW2700PT is speciaal ontworpen voor fotografen. Deze 1440p monitor wordt in de fabriek gekalibreerd en heeft daarnaast ook hardware kalibratie. Door de 99% dekking van de Adobe RGB kleurruimte zien kleuren er zeer realistisch uit, wat helpt bij het retoucheren van foto's. Zet de meegeleverde kap op de monitor om hinderlijk omgevingslicht en spiegelingen te verminderen. Om in een goede houding te werken is deze monitor draaibaar, roteerbaar, kantelbaar en in hoogte verstelbaar.","699,-","BenQ","9H.LDKLB.QBE","27 inch","2560 x 1440 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DVI, DisplayPort, USB-type A","65,2 cm x 32,2 cm x 44,5 cm","8,3 kg"
Monitoren,"Samsung S22F350FHU","Met de Samsung S22F350FHU 22 inch monitor thuis op je bureau komen de dagelijkse computertaken van het hele gezin helder in beeld. Deze Samsung monitor beschikt over een TN paneel met anti-glare coating, dit houdt in dat je onder alle lichtomstandigheden en vanuit elke hoek het scherm goed ziet. Dankzij de trillingsvrije technologie en blauw-licht filter heb je na lange sessies minder last van vermoeide ogen.","129,-","Samsung","LS22F350FHUXEN","22 inch","1920 x 1080 pixels","5 ms","None","60 Hz","TN paneel","HDMI, VGA","50,86 cm x 20,65 cm x 39,54 cm","2,8 kg"
Monitoren,"Samsung LC27HG70QQUXEN","De Samsung LC27HG70QQUXEN is een 27 inch curved gaming monitor voor de echte gamefanaat. Door het panoramisch effect van het gebogen scherm ervaar jij je games intenser en voelt het alsof je middenin de actie zit. De FreeSync technologie synchroniseert de monitor met je AMD videokaart, waardoor je geen last hebt van tearing en stuttering. De 144 Hz verversingssnelheid zorgt voor vloeiende beelden tijdens snelle game acties. Deze monitor zorgt voor een levendige kleuren in je games dankzij de 100% dekking van het sRGB kleurenspectrum. Ben jij een fanatieke gamer en maak je veel uren? Draai, kantel, roteer en verstel de LC27HG70QQUXEN dan in hoogte en pas hem helemaal aan jouw zithouding aan.","699,-","Samsung","LC27HG70QQUXEN","27 inch","2560 x 1440 pixels","1 ms","None","144 Hz","VA paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","39,07 cm x 62,48 cm x 55,67 cm","6,3 kg"
